['1999', 'india-west-indies-zimbabwe-in-singapore', 'ind-vs-zim-2nd-match-india-west-indies-zimbabwe-in-singapore', 'INDIA', 'ZIMBABWE', 'SINGAPORE', 'Sep 04', '08:00 AM \xa0LOCAL', 'INDIA==245==6==30', 'ZIMBABWE==130==8==29', 'ZIMBABWE', 'INDIA', '50']


['2010', 'west-indies-in-australia-odi-series', 'aus-vs-wi-1st-odi-west-indies-in-australia-odi-series', 'AUSTRALIA', 'WEST INDIES', 'AUSTRALIA', 'Feb 07', '02:25 PM \xa0LOCAL', 'AUSTRALIA==256==8==50', 'WEST INDIES==143==10==34', 'WEST INDIES', 'AUSTRALIA', '51']


['2002', 'zimbabwe-in-india-odi-series', 'ind-vs-zim-1st-odi-zimbabwe-in-india-odi-series', 'INDIA', 'ZIMBABWE', 'INDIA', 'Mar 07', '05:30 AM \xa0LOCAL', 'INDIA==274==6==50', 'ZIMBABWE==277==9==49', 'INDIA', 'ZIMBABWE', '52']


['2006', 'zimbabwe-in-west-indies-odi-series', 'wi-vs-zim-1st-odi-zimbabwe-in-west-indies-odi-series', 'WEST INDIES', 'ZIMBABWE', 'ANTIGUA AND BARBUDA', 'Apr 29', '08:00 PM \xa0LOCAL', 'ZIMBABWE==151==9==50', 'WEST INDIES==154==5==38', 'WEST INDIES', 'WEST INDIES', '53']


['1995', 'south-africa-in-zimbabwe-odi-series', 'zim-vs-rsa-2nd-odi-south-africa-in-zimbabwe-odi-series', 'ZIMBABWE', 'SOUTH AFRICA', 'ZIMBABWE', 'Oct 22', '02:00 AM \xa0LOCAL', 'SOUTH AFRICA==239==10==49', 'ZIMBABWE==127==10==42', 'SOUTH AFRICA', 'SOUTH AFRICA', '54']


['1999', 'england-india-pakistan-in-united-arab-emirates', 'eng-vs-pak-5th-match-england-india-pakistan-in-united-arab-emirates', 'ENGLAND', 'PAKISTAN', 'UNITED ARAB EMIRATES', 'Apr 12', '04:00 AM \xa0LOCAL', 'ENGLAND==206==10==49', 'PAKISTAN==144==10==40', 'ENGLAND', 'ENGLAND', '55']


['1980', 'west-indies-in-england', 'eng-vs-wi-2nd-odi-west-indies-in-england', 'ENGLAND', 'WEST INDIES', 'ENGLAND', 'May 30', '01:00 AM \xa0LOCAL', 'WEST INDIES==235==9==55', 'ENGLAND==236==7==54', 'ENGLAND', 'ENGLAND', '56']


['2014', 'england-tour-of-sri-lanka-2014', 'sl-vs-eng-3rd-odi-england-tour-of-sri-lanka-2014', 'SRI LANKA', 'ENGLAND', 'SRI LANKA', 'Dec 03', '02:30 PM \xa0LOCAL', 'SRI LANKA==242==8==35', 'ENGLAND==236==5==33', 'SRI LANKA', 'ENGLAND', '57']


['2012', 'zimbabwe-twenty20-triangular-series-2012', 'ban-vs-rsa-2nd-match-zimbabwe-twenty20-triangular-series-2012', 'BANGLADESH', 'SOUTH AFRICA', 'ZIMBABWE', 'Jun 19', '01:00 PM \xa0LOCAL', 'SOUTH AFRICA==209==3==20', 'BANGLADESH==170==8==20', 'SOUTH AFRICA', 'SOUTH AFRICA', '58']


['1999', 'australia-india-sri-lanka-in-sri-lanka', 'sl-vs-aus-1st-match-australia-india-sri-lanka-in-sri-lanka', 'SRI LANKA', 'AUSTRALIA', 'SRI LANKA', 'Aug 22', '05:30 AM \xa0LOCAL', 'AUSTRALIA==205==9==43', 'SRI LANKA==160==10==37', 'SRI LANKA', 'AUSTRALIA', '59']


['1994', 'india-new-zealand-west-indies-in-india', 'ind-vs-nz-6th-match-india-new-zealand-west-indies-in-india', 'INDIA', 'NEW ZEALAND', 'INDIA', 'Nov 03', '05:30 AM \xa0LOCAL', 'INDIA==289==3==50', 'NEW ZEALAND==182==10==45', 'INDIA', 'INDIA', '60']


['1998', 'india-new-zealand-sri-lanka-in-sri-lanka', 'sl-vs-nz-9th-match-india-new-zealand-sri-lanka-in-sri-lanka', 'SRI LANKA', 'NEW ZEALAND', 'SRI LANKA', 'Jul 05', '05:30 AM \xa0LOCAL', 'SRI LANKA==293==4==50', 'NEW ZEALAND==206==10==39', 'NEW ZEALAND', 'SRI LANKA', '61']


['2001', 'australia-west-indies-zimbabwe-in-australia', 'aus-vs-wi-8th-match-australia-west-indies-zimbabwe-in-australia', 'AUSTRALIA', 'WEST INDIES', 'AUSTRALIA', 'Jan 26', '10:30 AM \xa0LOCAL', 'WEST INDIES==123==10==35', 'AUSTRALIA==124==0==22', 'WEST INDIES', 'AUSTRALIA', '63']


['2002', 'west-indies-in-india-odi-series', 'ind-vs-wi-3rd-odi-west-indies-in-india-odi-series', 'INDIA', 'WEST INDIES', 'INDIA', 'Nov 12', '05:30 AM \xa0LOCAL', 'WEST INDIES==300==5==50', 'INDIA==200==1==27', 'INDIA', 'INDIA', '65']


['2011', 'india-in-south-africa-2010-11', 'rsa-vs-ind-2nd-odi-india-in-south-africa-2010-11', 'SOUTH AFRICA', 'INDIA', 'SOUTH AFRICA', 'Jan 15', '02:30 PM \xa0LOCAL', 'INDIA==190==10==47', 'SOUTH AFRICA==189==10==43', 'INDIA', 'INDIA', '66']


['1985', 'benson-hedges-world-championship-of-cricket', 'sl-vs-wi-7th-match-benson-hedges-world-championship-of-cricket', 'SRI LANKA', 'WEST INDIES', 'AUSTRALIA', 'Feb 27', '11:00 AM \xa0LOCAL', 'SRI LANKA==135==7==47', 'WEST INDIES==136==2==23', 'SRI LANKA', 'WEST INDIES', '68']


['2016', 'asia-cup-2016', 'ban-vs-ind-1st-match-asia-cup-2016', 'BANGLADESH', 'INDIA', 'BANGLADESH', 'Feb 24', '07:30 PM \xa0LOCAL', 'INDIA==166==6==20', 'BANGLADESH==121==7==20', 'BANGLADESH', 'INDIA', '69']


['2014', 'sri-lanka-tour-of-england-and-ireland-2014', 'ire-vs-sl-1st-odi-sri-lanka-tour-of-england-and-ireland-2014', 'IRELAND', 'SRI LANKA', 'IRELAND', 'May 06', '10:45 AM \xa0LOCAL', 'SRI LANKA==219==8==50', 'IRELAND==140==10==39', 'IRELAND', 'SRI LANKA', '70']


['2014', 'england-tour-of-australia-2014', 'aus-vs-eng-3rd-odi-england-tour-of-australia-2014', 'AUSTRALIA', 'ENGLAND', 'AUSTRALIA', 'Jan 19', '02:20 PM \xa0LOCAL', 'ENGLAND==243==9==50', 'AUSTRALIA==244==3==40', 'ENGLAND', 'AUSTRALIA', '71']


['2002', 'new-zealand-in-pakistan-odi-series', 'pak-vs-nz-1st-odi-new-zealand-in-pakistan-odi-series', 'PAKISTAN', 'NEW ZEALAND', 'PAKISTAN', 'Apr 21', '05:00 AM \xa0LOCAL', 'PAKISTAN==275==6==50', 'NEW ZEALAND==122==10==30', 'PAKISTAN', 'PAKISTAN', '72']


['1996', 'australia-india-sri-lanka-zimbabwe-in-sri-lanka', 'sl-vs-ind-2nd-match-australia-india-sri-lanka-zimbabwe-in-sri-lanka', 'SRI LANKA', 'INDIA', 'SRI LANKA', 'Aug 28', '05:30 AM \xa0LOCAL', 'INDIA==226==5==50', 'SRI LANKA==230==1==44', 'INDIA', 'SRI LANKA', '73']


['1989', 'australia-pakistan-west-indies-in-australia', 'pak-vs-wi-1st-match-australia-pakistan-west-indies-in-australia', 'PAKISTAN', 'WEST INDIES', 'AUSTRALIA', 'Dec 10', '10:30 AM \xa0LOCAL', 'WEST INDIES==269==9==47', 'PAKISTAN==180==7==47', 'PAKISTAN', 'WEST INDIES', '74']


['2005', 'australia-pakistan-west-indies-in-australia', 'pak-vs-wi-3rd-match-australia-pakistan-west-indies-in-australia', 'PAKISTAN', 'WEST INDIES', 'AUSTRALIA', 'Jan 19', '10:00 AM \xa0LOCAL', 'WEST INDIES==273==5==50', 'PAKISTAN==274==4==47', 'PAKISTAN', 'PAKISTAN', '75']


['1990', 'england-in-west-indies-odi-series', 'wi-vs-eng-5th-odi-england-in-west-indies-odi-series', 'WEST INDIES', 'ENGLAND', 'BARBADOS', 'Apr 03', '08:00 PM \xa0LOCAL', 'ENGLAND==214==3==38', 'WEST INDIES==217==6==37', 'WEST INDIES', 'WEST INDIES', '76']


['2002', 'australia-new-zealand-south-africa-in-australia', 'aus-vs-rsa-6th-match-australia-new-zealand-south-africa-in-australia', 'AUSTRALIA', 'SOUTH AFRICA', 'AUSTRALIA', 'Jan 20', '10:00 AM \xa0LOCAL', 'AUSTRALIA==241==4==50', 'SOUTH AFRICA==214==10==48', 'AUSTRALIA', 'AUSTRALIA', '77']


['2009', 'zimbabwe-in-south-africa-odi-series', 'rsa-vs-zim-1st-odi-zimbabwe-in-south-africa-odi-series', 'SOUTH AFRICA', 'ZIMBABWE', 'SOUTH AFRICA', 'Nov 08', '10:00 AM \xa0LOCAL', 'SOUTH AFRICA==295==5==50', 'ZIMBABWE==250==6==50', 'ZIMBABWE', 'SOUTH AFRICA', '78']


